,timestamp,altitude,altitude_final,acc_x,acc_x_filtered,acc_y,acc_y_filtered,acc_z,acc_z_filtered,gyro_x,gyro_x_filtered,gyro_y,gyro_y_filtered,gyro_z,gyro_z_filtered,state,ground_truth,floor,prediction
10,1.1161704,10.275978,10.365819,-0.35888672,0.013888267,0.52246094,0.027987136,9.908447,9.90394,0.0034621095,0.0030625307,-0.004261058,-0.0010925211,0.0063915867,0.0002323704,0,0,0,5.270757
11,1.2159617,10.025303,10.366213,-0.25878906,0.01471392,0.4840088,0.021580262,9.546509,9.916477,0,0.0027471562,0.0018642128,-0.0011117078,0.011717909,0.0002278576,0,0,0,5.270757
12,1.3199203,10.275978,10.366649,0.46569824,0.032438714,0.40100098,0.017153608,9.869995,9.940826,-0.004261058,0.0026346256,0.0015978967,-0.00088762527,0.010386328,0.00036891937,0,0,0,5.270757
13,1.4199708,10.275978,10.367096,0.23498535,0.02574992,-0.10925293,0.014767126,9.683838,9.965697,0.0013315806,0.002459234,0.0010652645,-0.0007820138,0.0026631611,0.00035855296,0,0,0,5.270757
14,1.519846,10.359539,10.36757,0.12023926,0.027407438,0.072631836,0.004803422,9.891357,9.985486,0.0015978967,0.0016569681,-0.0005326322,-0.00070231844,-0.009321064,0.00013131837,0,0,0,5.270757
15,1.6198919,10.025303,10.368074,-0.76171875,0.031485997,-0.23742676,0.0045660376,9.818726,9.972093,0.0053263223,0.0015241959,-0.0015978967,-0.00067259744,-0.011451593,0.00022581051,0,0,0,5.270757
16,1.7197978,10.526661,10.36861,0.15136719,0.05207884,-0.53222656,0.041386463,9.929199,9.959424,0.0058589545,0.0021980577,0,-0.000957365,-0.0063915867,0.00036808415,0,0,0,5.270757
17,1.8268814,10.192421,10.369221,-0.00793457,0.05822116,0.36254883,0.09995706,10.352173,9.96226,0.0031957934,0.002963555,-0.002396845,-0.0009782454,0.010120012,0.00037353966,0,0,0,5.270757
18,1.9228203,10.025303,10.369804,0.2581787,0.03954434,0.21179199,0.13154502,9.836426,9.93658,-0.004261058,0.0029221459,0.0005326322,-0.0006820458,0.0127831735,0.00049354695,0,0,0,5.270757
19,2.0232742,10.10886,10.370453,-0.021972656,-0.0089355875,0.70251465,0.11047184,10.057373,9.90415,-0.007723167,0.0026656385,0.0010652645,-0.000388236,0.011185276,0.00055260625,0,0,0,5.270757
20,2.1228023,10.275978,10.371135,0.2783203,-0.023980664,-0.048217773,0.07848635,10.076904,9.927158,-0.0013315806,0.0025363849,0.002130529,-0.00036400853,0.0013315806,0.00061281153,0,0,0,5.270757
21,2.2227898,10.359539,10.371863,0.44433594,0.005242971,-0.53466797,0.06630761,10.144043,9.967858,-0.0026631611,0.002668316,0.0015978967,-0.00031944615,-0.007989483,0.0006815688,0,0,0,5.270757
22,2.3268542,10.192421,10.372669,-0.50842285,0.034543503,0.07385254,0.040568464,9.403076,9.9541,0.010652645,0.0029867452,0.0013315806,-0.0002018158,-0.011717909,0.00079027814,0,0,0,5.270757
23,2.4268003,10.693787,10.373494,-0.2319336,0.04060935,0.17883301,0.048028726,9.87915,9.910326,0.0053263223,0.0027553507,-0.004261058,-0.00038701255,-0.006924219,0.0007202473,0,0,0,5.270757
24,2.5266676,10.693787,10.37437,-0.50964355,0.027539264,0.17272949,0.06548929,10.420532,9.881074,0.00479369,0.0027871781,-0.0045273737,-0.0005581726,0.0026631611,0.00043347923,0,0,0,5.270757
25,2.6298575,10.860916,10.375331,0.12573242,0.024077503,0.05493164,0.056477003,9.377441,9.893676,0.0015978967,0.0029987146,-0.0013315806,-0.0005920491,0.007989483,0.00024343864,0,0,0,5.270757
26,2.726556,10.275978,10.37629,0.20996094,0.025952682,0.38452148,0.032406736,9.654541,9.917659,-0.005060006,0.002761886,0.00079894834,-0.00087633805,0.010386328,0.00037007488,0,0,0,5.270757
27,2.8305807,10.526661,10.377385,0.9472656,0.018283287,0.037231445,0.019533202,10.231934,9.92215,0.0031957934,0.0025033564,0.0002663161,-0.001031909,0.0005326322,0.00061840285,0,0,0,5.270757
28,2.9305253,10.359539,10.378507,-0.28320312,0.011559683,-0.31982422,0.029122302,10.040894,9.908365,0.0063915867,0.0026342615,-0.0005326322,-0.0005630269,-0.007723167,0.0006954273,0,0,0,5.270757
29,3.0304844,10.359539,10.379698,-0.29296875,0.025008492,-0.20263672,0.05273009,9.960327,9.907636,0.0058589545,0.0030124537,0.002396845,0.00014406334,-0.010120012,0.0006507809,1,0,0,5.270757
30,3.1304083,10.4431,10.380963,-0.28320312,0.03555294,-0.6225586,0.06489919,9.93103,9.93874,0.008522116,0.003236163,-0.002396845,2.8743945E-05,-0.0039947415,0.00044366397,1,0,0,5.270757
31,3.2326787,10.4431,10.382332,-0.41870117,0.04494598,0.6036377,0.0863819,9.73999,9.9779825,0.002130529,0.003007553,-0.0031957934,-0.0007853531,0.0026631611,0.0001001991,1,0,0,5.270757
32,3.3345616,10.275978,10.383765,-0.40161133,0.033290226,0.22399902,0.10421312,10.456543,9.972175,-0.007456851,0.002307987,-0.0015978967,-0.0013303673,0.008522116,1.27900375E-05,1,0,0,5.270757
33,3.4344573,10.192421,10.385236,0.47668457,0.043740943,0.31311035,0.11067866,9.754028,9.941381,-0.0018642128,0.0017315595,0.004261058,-0.0013953908,0.007456851,0.00032938222,1,0,0,5.270757
34,3.534399,10.192421,10.386767,0.32226562,0.07090223,-0.14587402,0.07852597,9.684448,9.928714,0.0010652645,0.001421583,0.0002663161,-0.0015922481,-0.0005326322,0.0004417526,1,0,0,5.270757
35,3.6397457,10.275978,10.388443,0.3137207,0.09483083,-0.40771484,0.020259332,10.068359,9.898676,0.007456851,0.0016619922,0.00079894834,-0.001223894,-0.007456851,0.00035899825,1,0,0,5.270757
36,3.7343075,10.359539,10.389999,-0.4119873,0.08978231,0.029907227,0.010284258,10.534668,9.846639,0.00958738,0.002188553,-0.00079894834,-0.00069279154,-0.009321064,0.0005075814,1,0,0,5.270757
37,3.8404694,10.610226,10.391797,-0.48828125,0.062522866,0.56152344,0.06388855,9.195557,9.81357,0.00958738,0.0028441278,-0.0039947415,-0.0005807327,-0.0031957934,0.0011349653,1,0,0,5.270757
38,3.9373128,10.359539,10.393485,-0.0793457,0.050863486,0.7171631,0.10102717,10.161743,9.852642,0.0061252704,0.0031619684,-0.004261058,-0.0010228422,0.0039947415,0.0016910444,1,0,0,5.270757
39,4.0402856,10.275978,10.395322,-0.43884277,0.039560486,0.19714355,0.07637652,10.211182,9.90688,-0.0058589545,0.0027165145,-0.0045273737,-0.0012879742,0.007456851,0.0013329673,1,0,0,5.270757
40,4.1372924,10.10886,10.397091,0.122680664,0.04181094,0.32531738,0.044335525,9.84375,9.948107,-0.0053263223,0.0023404998,0.002396845,-0.0012541226,0.0045273737,0.000998065,1,0,0,5.270757
41,4.2372036,10.359539,10.398948,0.34362793,0.059656084,-0.1751709,0.05208215,9.848633,9.964311,0.0015978967,0.0025220956,0.0037284256,-0.0013759158,0,0.0008782135,1,0,0,5.270757
42,4.34115,9.941746,10.400912,-0.076293945,0.065377414,-0.36437988,0.055966098,10.169678,9.934406,0.008255799,0.0030854226,0.0039947415,-0.0010454856,-0.005592638,0.0006807226,1,0,0,5.270757
43,4.442532,10.192421,10.402858,-0.7611084,0.020692933,0.0579834,0.05019407,10.118408,9.907527,0.010386328,0.004167058,0.0015978967,-0.00048624774,-0.0058589545,0.00025913143,1,0,0,5.270757
44,4.5412207,10.275978,10.404774,-0.3564453,-0.0048614442,0.6726074,0.072243676,9.892578,9.893053,0.009054747,0.0048783296,-0.00479369,-1.9718527E-06,0.0002663161,-0.00029340526,1,0,0,5.270757
45,4.64117,10.10886,10.406734,-0.20874023,-0.0113936765,0.13427734,0.09591622,10.103149,9.8996,0.0010652645,0.0043629105,-0.005060006,0.00014359392,0.0037284256,-0.00066070975,1,0,0,5.270757
46,4.7412605,10.359539,10.408713,0.23742676,0.000116559,0.009765625,0.1042512,9.694824,9.905351,-0.0066579026,0.0032415949,-0.00479369,-0.00051248714,0.005592638,0.0019916485,1,0,0,5.270757
47,4.8451905,10.4431,10.41078,0.3881836,0.031260535,0.6536865,0.0901292,10.316162,9.898977,-0.007723167,0.0024528513,-0.00479369,-0.0014731021,0.00479369,0.012394089,1,0,0,5.270757
48,4.945076,10.359539,10.412773,0.8581543,0.065956175,-0.114746094,0.056830846,9.978027,9.908093,-0.0031957934,0.0024933137,0.0002663161,-0.0017629842,0.0015978967,0.030022496,1,0,0,5.270757
49,5.0451565,10.359539,10.414773,-0.10192871,0.088223055,0.1550293,0.009036758,9.599609,9.9016,0.011984225,0.0025382775,0.01917476,-0.0011234287,-0.055926383,0.025669884,1,0,0,5.270757
50,5.1450233,10.275978,10.416766,-0.010375977,0.083333276,0.111694336,-0.023953691,9.581299,9.873965,0.024501082,0.0016033817,0.010652645,-0.0013595229,-0.021038972,5.244533E-05,1,0,0,5.270757
51,5.2450085,10.359539,10.418756,-0.114746094,0.075616784,0.0012207031,-0.025379999,10.03479,9.87336,0.0127831735,0.00062096445,0.0029294773,-0.0015717127,-0.025566347,-0.025210327,1,0,0,5.270757
52,5.3489876,10.192421,10.420814,0.21911621,0.053581733,0.4522705,0.016177833,9.718628,9.90895,0.010918961,0.0006897889,0.010386328,-0.0013030884,-0.024234766,-0.044431478,1,0,0,5.270757
53,5.449728,10.275978,10.4227915,-0.0970459,0.028898904,0.45593262,0.07950825,10.2771,9.939388,0.0031957934,0.0021424314,0.00479369,-0.0014482974,0.0066579026,-0.06983646,1,0,0,5.270757
54,5.5491686,10.192421,10.424724,0.6719971,0.037615933,-0.036010742,0.14706945,9.942627,9.921866,0.0039947415,0.0061833463,0.0053263223,-0.000288778,-0.38429415,-0.07247803,1,0,0,5.270757
55,5.649214,10.10886,10.426643,0.7904053,0.028154397,-1.3043213,0.17701095,10.289307,9.880218,-0.037017938,0.0053155613,-0.030360036,-0.0017242071,0.028229507,-0.019177526,1,0,0,5.270757
56,5.7489595,10.4431,10.428528,0.3527832,-0.010581148,-0.6939697,0.056889836,10.180664,9.963018,-0.02663161,-0.0049298173,-0.03621899,-0.005574514,0.0029294773,-0.0005097864,1,0,0,5.270757
57,5.8532896,10.610226,10.430464,0.16296387,-0.084765226,0.49438477,-0.4609026,10.3479,10.42976,-0.014114753,-0.031063244,-0.041278996,-0.005207789,-0.009054747,-0.004550892,1,0,0,5.270757
58,5.952954,10.359539,10.432273,-1.6265869,-0.03812773,0.9063721,-1.4854562,10.519409,11.45167,0.04873585,-0.0643141,0.006924219,0.010154304,0.03834952,-0.002698374,1,0,0,5.270757
59,6.0528784,10.359539,10.434044,1.1010742,0.4248613,-0.46203613,-2.1063342,15.090332,12.444515,0.08362326,-0.03820581,0.071106404,0.066300474,0.058056913,0.053993993,1,0,0,5.270757
60,6.1529646,10.4431,10.43577,0.61035156,0.63054055,-0.2508545,-1.2870474,11.555786,12.067473,0.021571605,0.0452013,0.14460965,0.15227968,0.13502227,0.1637816,1,0,0,5.270757
61,6.252753,10.610226,10.437439,0.7470703,0.3742839,2.1972656,-0.054160092,12.952881,10.640575,0.17603494,0.11208673,0.22716764,0.22434439,0.2330266,0.25244313,1,0,0,5.270757
62,6.356716,10.610226,10.439119,0.03845215,0.10691773,-0.12756348,0.66331774,8.248901,9.100512,0.07483482,0.13265139,0.26391926,0.24680413,0.3209109,0.24072236,1,0,0,5.270757
63,6.456662,10.693787,10.440671,-0.25756836,0.106903866,-0.29296875,0.83815444,7.4450684,8.138052,0.11424961,0.12587446,0.20293288,0.23174854,0.07483482,0.07833124,1,0,0,5.270757
64,6.556714,10.777351,10.44216,-1.0968018,-0.029449597,1.1572266,0.6539982,8.629761,8.283453,0.11611383,0.06752341,0.2711098,0.22629118,-0.2793656,-0.19343604,1,0,0,5.270757
65,6.6566916,10.610226,10.443578,-0.5975342,-0.49435148,-1.6918945,0.25137848,9.28772,8.9288845,-0.13022858,-0.033584148,0.24740766,0.25068018,-0.272974,-0.53365386,1,0,0,5.270757
66,6.7565084,10.777351,10.444921,-2.2546387,-0.997719,0.536499,-0.051831115,9.586792,9.276589,-0.09321064,-0.12819673,0.31318775,0.29116595,-1.0964234,-0.9370453,1,0,0,5.270757
67,6.8605223,10.526661,10.44624,-0.87646484,-1.3179743,0.25268555,-0.6185285,9.551392,9.405287,-0.20080234,-0.18839572,0.314253,0.3074713,-1.3406353,-1.2668378,1,0,0,5.270757
68,6.96404,11.028046,10.447468,-0.5682373,-1.6508087,-2.097168,-1.728726,8.930054,9.565221,-0.24554345,-0.12673096,0.24820662,0.25130016,-1.5496935,-1.5099801,1,0,0,5.270757
69,7.060507,10.777351,10.448528,-2.246704,-2.075089,-3.123169,-2.4803638,10.288696,9.784723,0.13342437,0.10413283,0.09667275,0.10933301,-1.5920377,-1.5663143,1,0,0,5.270757
70,7.1605644,10.860916,10.449544,-2.1466064,-2.3889382,-3.5290527,-2.1248457,9.918213,9.716805,0.39894152,0.37651607,-0.105727494,-0.055650976,-1.2852415,-1.4496444,1,0,0,5.270757
71,7.2605114,11.028046,10.450469,-2.913208,-2.4115794,-0.88134766,-0.8538196,8.821411,9.400595,0.58456385,0.5491708,-0.18961707,-0.17508736,-1.2879047,-1.3259544,1,0,0,5.270757
72,7.366293,10.860916,10.451351,-2.352295,-2.1773667,0.64819336,0.49311364,9.329224,9.1364,0.59761333,0.57391447,-0.20479709,-0.23209701,-1.272991,-1.184266,1,0,0,5.270757
73,7.463649,10.944481,10.452065,-2.2784424,-1.7898289,1.7321777,1.4931386,8.746948,9.060118,0.4660532,0.5017516,-0.21758026,-0.2507316,-0.7800399,-0.93405014,1,0,0,5.270757
74,7.5633845,11.028046,10.452703,-1.3775635,-1.264274,2.7020264,2.1804998,8.831787,9.235901,0.42743737,0.3934251,-0.2330266,-0.2451139,-0.63196814,-0.5840414,1,0,0,5.270757
75,7.666207,10.777351,10.45326,-0.015258789,-0.7861108,2.835083,2.4883718,9.571533,9.597478,0.2961435,0.29001522,-0.23462449,-0.21179485,-0.24288028,-0.2396566,1,0,0,5.270757
76,7.7634783,10.860916,10.453688,0.12145996,-0.46371743,1.451416,2.4038694,9.9835205,10.056727,0.18775286,0.1820752,-0.18642128,-0.15230684,0.076965354,0.06015869,1,0,0,5.270757
77,7.8679466,11.028046,10.454043,-0.39123535,-0.37075418,2.3138428,1.973909,9.871216,10.45402,0.09560748,0.0832646,-0.08149273,-0.08047735,0.25220135,0.26951852,1,0,0,5.270757
78,7.9673557,11.028046,10.454276,-1.3476562,-0.5543894,1.2811279,1.1941404,11.395874,10.492704,-0.019441076,0.030004302,0.033023197,-0.013070653,0.54408383,0.36906564,1,0,0,5.270757
79,8.067317,10.860916,10.454409,-0.9234619,-0.7227979,0.5206299,0.7807479,10.787964,9.979597,0.087085366,0.08786565,0.011717909,0.014768697,0.26711506,0.3482202,1,0,0,5.270757
80,8.167178,10.777351,10.454438,0.16357422,-0.60028946,1.9677734,1.1775333,9.289551,9.319032,0.2647182,0.21533698,0.00479369,0.0075158286,0.35127094,0.35671735,1,0,0,5.270757
81,8.267124,11.028046,10.454366,0.02319336,-0.273824,2.6550293,2.0902183,9.40979,8.944511,0.32357407,0.32358047,-0.04181163,-0.014298501,0.391751,0.43560314,1,0,0,5.270757
82,8.371253,10.860916,10.454184,-0.03112793,-0.047900006,2.1313477,2.9577382,8.637695,9.231344,0.3523362,0.37701288,-0.015446334,-0.0152928,0.4977448,0.6136152,1,0,0,5.270757
83,8.471151,10.777351,10.453903,-0.053100586,-0.10061548,3.7017822,3.4166803,8.901367,9.906551,0.39894152,0.3744806,0.0010652645,0.024832103,0.91186637,0.9471542,1,0,0,5.270757
84,8.571111,11.111614,10.453522,-1.5228271,-0.3595016,3.4417725,3.1368318,10.771484,10.384176,0.24900556,0.2977343,0.13688648,0.0836017,1.474326,1.2140118,1,0,0,5.270757
85,8.673378,10.777351,10.453031,-1.282959,-0.3445745,2.3864746,2.6687028,10.3125,10.148294,0.170176,0.20215736,0.16990967,0.1125143,1.0950918,1.1841826,1,0,0,5.270757
86,8.774968,10.777351,10.452441,0.36376953,0.018957287,2.9577637,2.7707858,8.667603,9.365061,0.15632756,0.1254561,0.06924219,0.1074207,1.0231864,0.9940886,1,0,0,5.270757
87,8.878671,10.777351,10.451738,0.86486816,0.28265932,3.635254,3.2262785,7.7423096,8.808321,0.0396811,0.052951604,0.079095885,0.09875356,0.8090683,0.84150034,1,0,0,5.270757
88,8.975073,10.944481,10.450992,0.6060791,0.40483093,1.138916,3.6696343,9.3688965,8.629829,-0.038083203,-0.040309697,0.098803274,0.08953889,0.644485,0.78658324,1,0,0,5.270757
89,9.075066,10.860916,10.450129,-1.5991211,0.5590493,4.147949,3.6643758,7.3199463,8.338778,-0.23355922,-0.18531434,0.2101234,0.06457605,0.9329053,0.76259357,1,0,0,5.270757
90,9.175122,11.028046,10.449177,1.3806152,0.8013077,2.7685547,2.693891,7.661133,8.1617155,-0.34115094,-0.33464244,0.11158645,0.05068778,0.7736483,0.59715736,1,0,0,5.270757
91,9.274947,10.693787,10.448141,2.019043,0.6647394,1.819458,1.3999596,8.016968,8.309506,-0.3984089,-0.41370434,0.0018642128,0.08695187,0.16351809,0.36565384,1,0,0,5.270757
92,9.378974,10.860916,10.446977,0.4473877,0.16579826,0.30639648,0.27711964,8.897705,8.814726,-0.5123922,-0.42143688,0.06657903,0.14842658,0.24900556,0.3133726,1,0,0,5.270757
93,9.47901,10.4431,10.445774,-0.08666992,-0.16830313,-0.053100586,-0.82996696,9.458008,9.681685,-0.35499936,-0.36875826,0.16192019,0.21009728,0.4426174,0.43519816,1,0,0,5.270757
94,9.578855,10.526661,10.444499,-0.107421875,-0.44976312,-1.9360352,-1.6263139,10.474243,10.679337,-0.29454562,-0.26219445,0.314253,0.26282477,0.5813681,0.56052375,1,0,0,5.270757
95,9.678915,10.10886,10.443149,-1.1730957,-0.76059324,-1.6516113,-1.6738539,11.072388,11.3912115,-0.11824435,-0.13228387,0.28122982,0.26662382,0.6130597,0.5161792,1,0,0,5.270757
96,9.778983,10.526661,10.4417305,-1.0467529,-0.8336234,-2.4597168,-0.825733,10.181274,11.660006,-0.066046394,-0.030734163,0.26684874,0.20564519,0.31052458,0.30111307,1,0,0,5.270757
97,9.882796,10.610226,10.440193,3.7652588,-0.66166204,4.158325,0.30396083,11.504517,11.302653,0.3289004,0.0032930379,-0.04181163,0.10730193,-0.09161274,0.09454487,1,0,0,5.270757
98,9.98284,10.359539,10.438649,-2.5823975,-0.48553768,3.4545898,0.590373,13.244019,10.43396,0.16591494,-0.057165284,0.11211908,0.02002046,-0.03542004,-0.010318136,1,0,0,5.270757
99,10.082848,10.4431,10.437052,3.0853271,0.072713934,-0.9020996,-0.22248504,10.543213,10.007232,-0.12223909,-0.102727585,-0.1323591,-0.023301642,-0.23542345,-0.055026885,1,0,0,5.270757
100,10.182811,10.275978,10.435405,-0.47912598,0.17309715,-2.1044922,-0.76839954,9.824219,9.893627,-0.09028116,-0.055990193,0.037284255,-0.006892392,-0.21438447,-0.050983626,1,0,0,5.270757
101,10.282775,10.359539,10.433712,1.0040283,0.14199129,-0.5584717,-0.3739254,9.977417,9.893848,0.09827065,0.011827627,-0.013049489,0.00018891029,0.0018642128,0.0062540835,1,0,0,5.270757
102,10.3867855,10.4431,10.431908,1.0302734,0.12863988,0.35827637,0.100048564,10.5529785,9.92055,0.03488741,0.022113934,-0.039414786,0.00026485455,-0.022903185,0.027832417,1,0,0,5.270757
103,10.486762,10.359539,10.430138,-0.4333496,0.064686365,-0.59143066,0.03103783,10.53772,9.96799,-0.03435478,0.00094726036,-0.008788432,0.0009429336,-0.011717909,0.0107617825,1,0,0,5.270757
104,10.586651,10.4431,10.428337,-0.8319092,0.03985076,-0.42663574,-0.057494592,10.249634,9.971683,0.044741105,-0.00029161602,-0.0018642128,0.00028432527,0.009321064,0.0008038355,1,0,0,5.270757
105,10.686644,10.275978,10.42651,-0.05065918,0.08334478,-0.28137207,-0.029092763,9.503784,9.94858,0.018375812,0.002347751,0.0061252704,-0.00019772326,0.015446334,-0.0009276088,1,0,0,5.270757
106,10.7865505,10.610226,10.4246645,-0.0793457,0.12580241,0.095214844,-0.08268392,9.126587,9.942826,0.005060006,0.0025866593,-0.0063915867,-0.00024978336,0.0018642128,-0.0003590252,1,0,0,5.270757
107,10.890654,10.4431,10.422726,0.11779785,0.1507291,0.33996582,-0.11198741,9.788818,9.955074,-0.007190535,0.0028755565,-0.009054747,-0.00034736044,-0.014647386,0.00040417316,1,0,0,5.270757
108,10.990547,10.359539,10.4208555,0.39672852,0.142991,0.06958008,-0.109065846,9.720459,9.981377,-0.011451593,0.002170128,-0.004261058,-0.0009747431,-0.015978966,0.00039465455,1,0,0,5.270757
109,11.09058,10.359539,10.41898,0.31066895,0.120275,0.2874756,-0.070528455,9.909668,10.001036,-0.0026631611,0.0025230425,0.0039947415,-0.0010982894,-0.0005326322,0.00073539873,1,0,0,5.270757
110,11.190479,10.693787,10.417109,0.86486816,0.10202761,-0.31311035,-0.060096502,9.442139,9.981987,0.005060006,0.0027378106,0.0018642128,-0.001214981,0.007989483,0.00068365084,1,0,0,5.270757
111,11.290655,10.359539,10.415241,0.3564453,0.12009205,-0.4119873,-0.05838362,9.72168,9.922678,0.01784318,0.0035684158,0.008788432,-0.00088771473,0.015978966,0.00024971,1,0,0,5.270757
112,11.39355,10.275978,10.413337,-0.2722168,0.12764046,0.1953125,-0.06668242,10.186768,9.910057,0.011984225,0.0039952076,0.0018642128,-0.0005904626,0.010652645,-0.00014133863,1,0,0,5.270757
113,11.493526,10.275978,10.411508,0.07141113,0.119581625,0.6048584,-0.06955244,9.7821045,9.920804,0.007723167,0.0039586225,-0.008788432,-6.011877E-05,-0.0010652645,1.5658574E-05,1,0,0,5.270757
114,11.593514,10.526661,10.409705,-0.30334473,0.11564551,0.33081055,-0.07703954,10.684814,9.93341,-0.0034621095,0.0033345304,-0.010386328,1.0109813E-05,-0.0127831735,0.00036503634,1,0,0,5.270757
115,11.693474,10.359539,10.407936,-0.008544922,0.10567489,0.3289795,-0.07027733,10.395508,9.956813,-0.007989483,0.0028221563,-0.0034621095,-0.00017671153,-0.013315805,0.0005207558,1,0,0,5.270757
116,11.793488,10.359539,10.406206,0.3692627,0.07910349,-0.6719971,-0.04883811,9.8602295,9.977386,-0.0063915867,0.003013726,0.0026631611,-0.0008166658,-0.009853696,0.00031927123,1,0,0,5.270757
117,11.89747,10.10886,10.404456,0.3314209,0.08655198,-0.009765625,-0.048924968,9.874878,9.98846,0.010120012,0.0037947113,0.004261058,-0.0008273546,0.013582122,0.00028981283,1,0,0,5.270757
118,11.997274,10.4431,10.402831,0.045166016,0.10979608,-0.16601562,-0.074803464,10.143433,9.99777,0.017576864,0.0038118977,0.013049489,-0.000540298,0.015446334,0.00046853066,1,0,0,5.270757
119,12.09729,10.4431,10.401265,-0.42236328,0.12249677,-0.021362305,-0.11611105,10.818481,9.9784355,0.011451593,0.00328172,-0.005060006,-0.000937387,0.008788432,0.000540209,1,0,0,5.270757
120,12.197226,10.693787,10.399768,0.1940918,0.105837524,-0.05126953,-0.12821993,9.320068,9.933188,0.00079894834,0.0025917345,-0.010120012,-0.0007876126,-0.0029294773,0.0005771424,1,0,0,5.270757
121,12.2972355,10.4431,10.398346,-0.13427734,0.08119484,0.04333496,-0.11390398,10.197754,9.912107,-0.005060006,0.0027568373,-0.008522116,-0.00042048778,-0.01438107,0.00055671745,1,0,0,5.270757
122,12.401358,10.192421,10.396953,0.21728516,0.0647898,0.12512207,-0.095224194,9.733887,9.932583,-0.007456851,0.0035596278,0.0026631611,-0.0005521359,-0.017310547,0.0004654372,0,0,0,5.270757
123,12.501125,10.192421,10.3957,0.65063477,0.09174732,-0.09643555,-0.08843223,9.718018,9.956535,-0.002130529,0.00375711,0.0039947415,-0.0009476194,-0.0039947415,0.00020166997,0,0,0,5.270757
124,12.601205,10.526661,10.394518,0.5578613,0.13332848,-0.3869629,-0.09045398,8.937988,9.956585,0.008255799,0.0030881867,0.008522116,-0.0008589061,0.008522116,0.00018590779,0,0,0,5.270757
125,12.701226,10.4431,10.393406,0.33996582,0.16493222,-0.2935791,-0.060273882,9.472046,9.96251,0.011717909,0.0024985517,0.005592638,-0.00070179073,0.01438107,0.00033888422,0,0,0,5.270757
126,12.801206,10.359539,10.392361,0.016479492,0.14553507,-0.00793457,-0.016119746,10.292969,9.965053,0.013848438,0.0029069975,0.0063915867,8.845158E-06,0.01438107,0.00056759355,0,0,0,5.270757
127,12.905021,10.526661,10.391339,-0.50109863,0.11202732,-0.0982666,0.011287466,9.724731,9.95476,0.0037284256,0.0033781605,-0.009321064,0.00024334971,-0.007723167,0.00071310205,0,0,0,5.270757
128,13.005468,9.858189,10.390411,-0.23010254,0.08557141,-0.25146484,0.011102792,9.813843,9.959156,-0.0063915867,0.0030543217,-0.010386328,-0.0002598262,-0.01571265,0.0007066879,0,0,0,5.270757
129,13.105043,10.4431,10.389546,0.16845703,0.09508622,0.18127441,-0.027243277,10.394287,9.945297,-0.008255799,0.0025713947,0.002396845,-0.00059247296,-0.011984225,0.0004362175,0,0,0,5.270757
130,13.205065,10.275978,10.388728,0.20080566,0.10808327,-0.08666992,-0.054812167,10.125732,9.92482,-0.0066579026,0.0020292497,0.0005326322,-0.00074646383,-0.0039947415,-2.8277622E-05,0,0,0,5.270757
